iso_code;continent;location;date;total_cases;new_cases;new_cases_smoothed;total_deaths;new_deaths;new_deaths_smoothed;total_cases_per_million;new_cases_per_million;new_cases_smoothed_per_million;total_deaths_per_million;new_deaths_per_million;new_deaths_smoothed_per_million;reproduction_rate;icu_patients;icu_patients_per_million;hosp_patients;hosp_patients_per_million;weekly_icu_admissions;weekly_icu_admissions_per_million;weekly_hosp_admissions;weekly_hosp_admissions_per_million;total_tests;new_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;positive_rate;tests_per_case;tests_units;total_vaccinations;people_vaccinated;people_fully_vaccinated;total_boosters;new_vaccinations;new_vaccinations_smoothed;total_vaccinations_per_hundred;people_vaccinated_per_hundred;people_fully_vaccinated_per_hundred;total_boosters_per_hundred;new_vaccinations_smoothed_per_million;new_people_vaccinated_smoothed;new_people_vaccinated_smoothed_per_hundred;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;human_development_index;excess_mortality_cumulative_absolute;excess_mortality_cumulative;excess_mortality;excess_mortality_cumulative_per_million
COL;South America;Colombia;2020-09-22;777537.0;7102.0;6992.429;24397.0;0.0;158.429;15166.766;138.533;136.395;475.892;0.0;3.09;0.95;;;;;;;;;3448251.0;35958.0;67.262;0.701;35214.0;0.687;0.225;4.4;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-09-23;784268.0;6731.0;6841.571;24746.0;349.0;181.143;15298.062;131.296;133.453;482.7;6.808;3.533;0.95;;;;;;;;;3486572.0;38321.0;68.01;0.747;35854.0;0.699;0.227;4.4;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-09-24;790823.0;6555.0;6696.857;24746.0;0.0;154.429;15425.925;127.863;130.63;482.7;0.0;3.012;0.96;;;;;;;;;3521963.0;35391.0;68.7;0.69;33631.0;0.656;0.227;4.4;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-09-25;798317.0;7494.0;6835.143;25103.0;357.0;205.429;15572.104;146.179;133.327;489.663;6.964;4.007;0.96;;;;;;;;;3558371.0;36408.0;69.41;0.71;34019.0;0.664;0.22;4.5;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-09-26;806038.0;7721.0;6805.714;25296.0;193.0;179.571;15722.711;150.607;132.753;493.428;3.765;3.503;0.96;;;;;;;;;3592189.0;33818.0;70.07;0.66;34250.0;0.668;0.218;4.6;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-09-27;813056.0;7018.0;6854.286;25488.0;192.0;182.857;15859.605;136.894;133.701;497.173;3.745;3.567;0.95;;;;;;;;;3623858.0;31669.0;70.688;0.618;34635.0;0.676;0.218;4.6;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;31311.7;17.02;35.57;610.7712151
COL;South America;Colombia;2020-09-28;818203.0;5147.0;6824.0;25641.0;153.0;177.714;15960.003;100.398;133.11;500.158;2.984;3.467;0.95;;;;;;;;;3655039.0;31181.0;71.296;0.608;34678.0;0.676;0.214;4.7;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-09-29;824042.0;5839.0;6643.571;25828.0;187.0;204.429;16073.9;113.897;129.591;503.805;3.648;3.988;0.94;;;;;;;;;3689381.0;34342.0;71.966;0.67;34447.0;0.672;0.212;4.7;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-09-30;829679.0;5637.0;6487.286;25998.0;170.0;178.857;16183.856;109.956;126.542;507.121;3.316;3.489;0.95;;;;;;;;;3724462.0;35081.0;72.65;0.684;33984.0;0.663;0.207;4.8;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-01;835339.0;5660.0;6359.429;26196.0;198.0;207.143;16294.261;110.405;124.048;510.984;3.862;4.041;0.96;;;;;;;;;3762648.0;38186.0;73.395;0.745;34384.0;0.671;0.207;4.8;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-02;841532.0;6193.0;6173.571;26397.0;201.0;184.857;16415.063;120.802;120.423;514.904;3.921;3.606;0.98;;;;;;;;;3804786.0;42138.0;74.217;0.822;35202.0;0.687;0.208;4.8;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-03;848147.0;6615.0;6015.571;26556.0;159.0;180.0;16544.096;129.033;117.341;518.006;3.101;3.511;1.01;;;;;;;;;3847411.0;42625.0;75.048;0.831;36460.0;0.711;0.205;4.9;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-04;855052.0;6905.0;5999.429;26712.0;156.0;174.857;16678.786;134.69;117.026;521.049;3.043;3.411;1.04;;;;;;;;;3879746.0;32335.0;75.679;0.631;36555.0;0.713;0.204;4.9;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;32740.2;17.36;30.89;638.6357731
COL;South America;Colombia;2020-10-05;862158.0;7106.0;6279.286;26844.0;132.0;171.857;16817.397;138.611;122.485;523.624;2.575;3.352;1.07;;;;;;;;;3915475.0;35729.0;76.376;0.697;37205.0;0.726;0.207;4.8;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-06;869808.0;7650.0;6538.0;27017.0;173.0;169.857;16966.619;149.222;127.531;526.998;3.375;3.313;1.08;;;;;;;;;3952825.0;37350.0;77.104;0.729;37635.0;0.734;0.212;4.7;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-07;877684.0;7876.0;6857.857;27180.0;163.0;168.857;17120.25;153.631;133.77;530.178;3.18;3.294;1.09;;;;;;;;;3990171.0;37346.0;77.833;0.728;37958.0;0.74;0.212;4.7;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-08;886179.0;8495.0;7262.857;27180.0;0.0;140.571;17285.955;165.705;141.67;530.178;0.0;2.742;1.08;;;;;;;;;4032219.0;42048.0;78.653;0.82;38510.0;0.751;0.209;4.8;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-09;894300.0;8121.0;7538.286;27495.0;315.0;156.857;17444.364;158.41;147.043;536.322;6.144;3.06;1.08;;;;;;;;;4081691.0;49472.0;79.618;0.965;39558.0;0.772;0.208;4.8;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-10;902747.0;8447.0;7800.0;27660.0;165.0;157.714;17609.133;164.769;152.148;539.541;3.219;3.076;1.07;;;;;;;;;4125939.0;44248.0;80.481;0.863;39790.0;0.776;0.206;4.9;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-11;911316.0;8569.0;8037.714;27834.0;174.0;160.286;17776.281;167.148;156.785;542.935;3.394;3.127;1.05;;;;;;;;;4158069.0;32130.0;81.108;0.627;39760.0;0.776;0.207;4.8;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;34305.7;17.75;33.61;669.1726758
COL;South America;Colombia;2020-10-12;919084.0;7768.0;8132.286;27985.0;151.0;163.0;17927.805;151.524;158.63;545.88;2.945;3.18;1.03;;;;;;;;;4186359.0;28290.0;81.66;0.552;38698.0;0.755;0.203;4.9;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-13;924098.0;5014.0;7755.714;28141.0;156.0;160.571;18025.609;97.804;151.284;548.923;3.043;3.132;1.01;;;;;;;;;4218942.0;32583.0;82.295;0.636;38017.0;0.742;0.203;4.9;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-14;930159.0;6061.0;7496.429;28306.0;165.0;160.857;18143.836;118.227;146.227;552.142;3.219;3.138;1.0;;;;;;;;;4254719.0;35777.0;82.993;0.698;37793.0;0.737;0.202;5.0;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-15;936982.0;6823.0;7257.571;28457.0;151.0;182.429;18276.926;133.091;141.567;555.087;2.945;3.558;1.0;;;;;;;;;4298145.0;43426.0;83.84;0.847;37989.0;0.741;0.202;5.0;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-16;945354.0;8372.0;7293.429;28616.0;159.0;160.143;18440.232;163.306;142.267;558.188;3.101;3.124;1.01;;;;;;;;;4341158.0;43013.0;84.679;0.839;37067.0;0.723;0.202;5.0;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-17;952371.0;7017.0;7089.143;28803.0;187.0;163.286;18577.107;136.875;138.282;561.836;3.648;3.185;1.02;;;;;;;;;4384959.0;43801.0;85.534;0.854;37003.0;0.722;0.205;4.9;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-18;959572.0;7201.0;6893.714;28970.0;167.0;162.286;18717.571;140.464;134.47;565.094;3.258;3.166;1.03;;;;;;;;;4416839.0;31880.0;86.156;0.622;36967.0;0.721;0.205;4.9;tests performed;;;;;;;;;;;;;;71.3;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;35890.8;18.13;34.15;700.0918994
COL;South America;Colombia;2020-10-19;965883.0;6311.0;6685.571;29102.0;132.0;159.571;18840.674;123.103;130.41;567.668;2.575;3.113;1.05;;;;;;;;;4450268.0;33429.0;86.808;0.652;37701.0;0.735;0.206;4.9;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-20;974139.0;8256.0;7148.714;29272.0;170.0;161.571;19001.717;161.043;139.444;570.984;3.316;3.152;1.07;;;;;;;;;4499824.0;49556.0;87.774;0.967;40126.0;0.783;0.206;4.9;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-21;981700.0;7561.0;7363.0;29464.0;192.0;165.429;19149.203;147.486;143.624;574.73;3.745;3.227;1.08;;;;;;;;;4546888.0;47064.0;88.692;0.918;41738.0;0.814;0.205;4.9;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-22;990373.0;8673.0;7627.286;29637.0;173.0;168.571;19318.38;169.177;148.779;578.104;3.375;3.288;1.08;;;;;;;;;4598286.0;51398.0;89.695;1.003;42877.0;0.836;0.206;4.9;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-23;998942.0;8569.0;7655.429;29802.0;165.0;169.429;19485.528;167.148;149.328;581.323;3.219;3.305;1.09;;;;;;;;;4650835.0;52549.0;90.72;1.025;44240.0;0.863;0.204;4.9;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-24;1007711.0;8769.0;7905.714;30000.0;198.0;171.0;19656.578;171.05;154.21;585.185;3.862;3.336;1.1;;;;;;;;;4701071.0;50236.0;91.7;0.98;45159.0;0.881;0.2;5.0;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-25;1015885.0;8174.0;8044.714;30154.0;154.0;169.143;19816.021;159.443;156.922;588.189;3.004;3.299;1.1;;;;;;;;;4733902.0;32831.0;92.34;0.64;45295.0;0.884;0.2;5.0;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;37675.9;18.61;39.12;734.9123562
COL;South America;Colombia;2020-10-26;1025052.0;9167.0;8452.714;30348.0;194.0;178.0;19994.834;178.813;164.88;591.973;3.784;3.472;1.11;;;;;;;;;4771721.0;37819.0;93.078;0.738;45922.0;0.896;0.198;5.1;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-27;1033218.0;8166.0;8439.857;30565.0;217.0;184.714;20154.122;159.287;164.629;596.206;4.233;3.603;1.11;;;;;;;;;4820035.0;48314.0;94.02;0.942;45744.0;0.892;0.199;5.0;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-28;1041935.0;8717.0;8605.0;30753.0;188.0;184.143;20324.157;170.035;167.851;599.873;3.667;3.592;1.11;;;;;;;;;4869039.0;49004.0;94.976;0.956;46022.0;0.898;0.198;5.1;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-29;1053122.0;11187.0;8964.143;30926.0;173.0;184.143;20542.372;218.215;174.856;603.248;3.375;3.592;1.11;;;;;;;;;4922268.0;53229.0;96.015;1.038;46283.0;0.903;0.194;5.2;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-30;1063151.0;10029.0;9172.714;31135.0;209.0;190.429;20738.0;195.627;178.924;607.324;4.077;3.715;1.1;;;;;;;;;4973405.0;51137.0;97.012;0.997;46081.0;0.899;0.192;5.2;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-10-31;1074184.0;11033.0;9496.143;31314.0;179.0;187.714;20953.211;215.212;185.233;610.816;3.492;3.662;1.08;;;;;;;;;5030456.0;57051.0;98.125;1.113;47055.0;0.918;0.193;5.2;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-11-01;1083321.0;9137.0;9633.714;31515.0;201.0;194.429;21131.439;178.228;187.917;614.737;3.921;3.793;1.06;;;;;;;;;5076031.0;45575.0;99.014;0.889;48876.0;0.953;0.19;5.3;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;39125.2;18.89;30.99;763.1826424
COL;South America;Colombia;2020-11-02;1093256.0;9935.0;9743.429;31653.0;138.0;186.429;21325.233;193.794;190.057;617.429;2.692;3.637;1.04;;;;;;;;;5106986.0;30955.0;99.618;0.604;47895.0;0.934;0.191;5.2;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-11-03;1099392.0;6136.0;9453.429;31847.0;194.0;183.143;21444.923;119.69;184.4;621.213;3.784;3.572;1.01;;;;;;;;;5145037.0;38051.0;100.36;0.742;46429.0;0.906;0.191;5.2;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-11-04;1108086.0;8694.0;9450.143;32013.0;166.0;180.0;21614.509;169.587;184.336;624.451;3.238;3.511;1.0;;;;;;;;;5195722.0;50685.0;101.349;0.989;46669.0;0.91;0.192;5.2;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-11-05;1117977.0;9891.0;9265.0;32209.0;196.0;183.286;21807.445;192.935;180.725;628.274;3.823;3.575;0.98;;;;;;;;;5238557.0;42835.0;102.184;0.836;45184.0;0.881;0.194;5.2;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-11-06;1127733.0;9756.0;9226.0;32405.0;196.0;181.429;21997.747;190.302;179.964;632.097;3.823;3.539;0.97;;;;;;;;;5300983.0;62426.0;103.402;1.218;46797.0;0.913;0.194;5.2;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-11-07;1136447.0;8714.0;8894.714;32595.0;190.0;183.0;22167.724;169.977;173.502;635.803;3.706;3.57;0.95;;;;;;;;;5349515.0;48532.0;104.349;0.947;45580.0;0.889;0.195;5.1;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-11-08;1143887.0;7440.0;8652.286;32791.0;196.0;182.286;22312.85;145.126;168.773;639.627;3.823;3.556;0.94;;;;;;;;;5382322.0;32807.0;104.988;0.64;43756.0;0.854;0.197;5.1;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;40732.7;19.23;34.24;794.5388041
COL;South America;Colombia;2020-11-09;1149064.0;5177.0;7972.571;32974.0;183.0;188.714;22413.833;100.983;155.514;643.196;3.57;3.681;0.94;;;;;;;;;5430786.0;48464.0;105.934;0.945;46257.0;0.902;0.195;5.1;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-11-10;1155356.0;6292.0;7994.857;33128.0;154.0;183.0;22536.566;122.733;155.949;646.2;3.004;3.57;0.95;;;;;;;;;5480102.0;49316.0;106.896;0.962;47866.0;0.934;0.192;5.2;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-11-11;1165326.0;9970.0;8177.143;33312.0;184.0;185.571;22731.042;194.476;159.505;649.789;3.589;3.62;0.96;;;;;;;;;5528725.0;48623.0;107.844;0.948;47572.0;0.928;0.189;5.3;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-11-12;1174012.0;8686.0;8005.0;33491.0;179.0;183.143;22900.473;169.431;156.147;653.281;3.492;3.572;0.96;;;;;;;;;5581509.0;52784.0;108.874;1.03;48993.0;0.956;0.188;5.3;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-11-13;1182697.0;8685.0;7852.0;33669.0;178.0;180.571;23069.884;169.411;153.162;656.753;3.472;3.522;0.95;;;;;;;;;5632009.0;50500.0;109.859;0.985;47289.0;0.922;0.188;5.3;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-11-14;1191634.0;8937.0;7883.857;33829.0;160.0;176.286;23244.211;174.327;153.784;659.874;3.121;3.439;0.95;;;;;;;;;5687035.0;55026.0;110.932;1.073;48217.0;0.941;0.187;5.3;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-11-15;1198746.0;7112.0;7837.0;34031.0;202.0;177.143;23382.938;138.728;152.87;663.814;3.94;3.455;0.94;;;;;;;;;5713384.0;26349.0;111.446;0.514;47295.0;0.923;0.186;5.4;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;42198.8;19.49;31.17;823.136794
COL;South America;Colombia;2020-11-16;1205217.0;6471.0;8021.857;34223.0;192.0;178.429;23509.163;126.224;156.476;667.56;3.745;3.48;0.94;;;;;;;;;5745252.0;31868.0;112.068;0.622;44924.0;0.876;0.187;5.3;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-11-17;1211128.0;5911.0;7967.429;34381.0;158.0;179.0;23624.464;115.301;155.414;670.641;3.082;3.492;0.93;;;;;;;;;5783042.0;37790.0;112.805;0.737;43277.0;0.844;0.187;5.3;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-11-18;1218003.0;6875.0;7525.286;34563.0;182.0;178.714;23758.569;134.105;146.789;674.192;3.55;3.486;0.94;;;;;;;;;5834338.0;51296.0;113.806;1.001;43659.0;0.852;0.19;5.3;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-11-19;1225490.0;7487.0;7354.0;34761.0;198.0;181.429;23904.611;146.043;143.448;678.054;3.862;3.539;0.95;;;;;;;;;5881765.0;47427.0;114.731;0.925;42894.0;0.837;0.188;5.3;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-11-20;1233444.0;7954.0;7249.571;34929.0;168.0;180.0;24059.763;155.152;141.411;681.331;3.277;3.511;0.96;;;;;;;;;5933218.0;51453.0;115.734;1.004;43030.0;0.839;0.191;5.2;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-11-21;1240493.0;7049.0;6979.857;35104.0;175.0;182.143;24197.262;137.499;136.15;684.744;3.414;3.553;0.98;;;;;;;;;5988285.0;55067.0;116.808;1.074;43036.0;0.839;0.184;5.4;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
COL;South America;Colombia;2020-11-22;1248417.0;7924.0;7095.857;35287.0;183.0;179.429;24351.829;154.567;138.413;688.314;3.57;3.5;1.01;;;;;;;;;6021532.0;33247.0;117.457;0.649;44021.0;0.859;0.184;5.4;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;43745.5;19.77;32.68;853.3069808
COL;South America;Colombia;2020-11-23;1254979.0;6562.0;7108.857;35479.0;192.0;179.429;24479.829;127.999;138.667;692.059;3.745;3.5;1.03;;;;;;;;;6060170.0;38638.0;118.211;0.754;44988.0;0.878;0.183;5.5;tests performed;;;;;;;;;;;;;;65.74;51265841.0;44.223;32.2;7.646;4.312;13254.949;4.5;124.24;7.44;4.7;13.5;65.386;1.71;77.29;0.767;;;;
